latitude_bin,longitude_bin,updated_type,updated_subtype,alert_count
41.8,-87.7,Accident,Unclassified,18
41.8,-87.7,Hazard,Road,47
41.8,-87.7,Hazard,Shoulder,7
41.8,-87.7,Hazard,Unclassified,4
41.8,-87.7,Traffic Jam,Heavy,53
41.8,-87.7,Traffic Jam,Moderate,2
41.8,-87.7,Traffic Jam,Standstill,25
41.8,-87.7,Traffic Jam,Unclassified,24
41.8,-87.69,Accident,Major,1
41.8,-87.69,Accident,Unclassified,3
41.8,-87.69,Hazard,Road,37
41.8,-87.69,Hazard,Shoulder,2
41.8,-87.69,Hazard,Weather,1
41.8,-87.69,Road Closure,Unclassified,2
41.8,-87.69,Traffic Jam,Heavy,25
41.8,-87.69,Traffic Jam,Moderate,1
41.8,-87.69,Traffic Jam,Standstill,13
41.8,-87.69,Traffic Jam,Unclassified,8
41.8,-87.68,Accident,Major,4
41.8,-87.68,Accident,Minor,2
41.8,-87.68,Accident,Unclassified,29
41.8,-87.68,Hazard,Road,71
41.8,-87.68,Hazard,Shoulder,21
41.8,-87.68,Hazard,Weather,5
41.8,-87.68,Road Closure,Unclassified,5
41.8,-87.68,Traffic Jam,Heavy,57
41.8,-87.68,Traffic Jam,Standstill,43
41.8,-87.68,Traffic Jam,Unclassified,28
41.8,-87.67,Accident,Unclassified,4
41.8,-87.67,Hazard,Road,110
41.8,-87.67,Hazard,Shoulder,3
41.8,-87.67,Hazard,Weather,1
41.8,-87.67,Traffic Jam,Heavy,4
41.8,-87.67,Traffic Jam,Standstill,4
41.8,-87.67,Traffic Jam,Unclassified,6
41.8,-87.66,Accident,Unclassified,4
41.8,-87.66,Hazard,Road,178
41.8,-87.66,Hazard,Shoulder,2
41.8,-87.66,Hazard,Weather,2
41.8,-87.66,Road Closure,Unclassified,3
41.8,-87.66,Traffic Jam,Heavy,31
41.8,-87.66,Traffic Jam,Moderate,2
41.8,-87.66,Traffic Jam,Standstill,10
41.8,-87.66,Traffic Jam,Unclassified,13
41.8,-87.65,Accident,Unclassified,5
41.8,-87.65,Hazard,Road,40
41.8,-87.65,Hazard,Shoulder,4
41.8,-87.65,Road Closure,Unclassified,1
41.8,-87.65,Traffic Jam,Heavy,16
41.8,-87.65,Traffic Jam,Standstill,6
41.8,-87.65,Traffic Jam,Unclassified,10
41.8,-87.64,Accident,Major,1
41.8,-87.64,Accident,Unclassified,2
41.8,-87.64,Hazard,Road,69
41.8,-87.64,Hazard,Shoulder,1
41.8,-87.64,Hazard,Weather,2
41.8,-87.64,Traffic Jam,Heavy,3
41.8,-87.64,Traffic Jam,Standstill,1
41.8,-87.64,Traffic Jam,Unclassified,4
41.8,-87.63,Accident,Major,79
41.8,-87.63,Accident,Minor,15
41.8,-87.63,Accident,Unclassified,178
41.8,-87.63,Hazard,Road,710
41.8,-87.63,Hazard,Shoulder,2816
41.8,-87.63,Hazard,Unclassified,36
41.8,-87.63,Hazard,Weather,21
41.8,-87.63,Road Closure,Unclassified,2
41.8,-87.63,Traffic Jam,Heavy,750
41.8,-87.63,Traffic Jam,Moderate,15
41.8,-87.63,Traffic Jam,Standstill,579
41.8,-87.63,Traffic Jam,Unclassified,196
41.8,-87.62,Accident,Minor,2
41.8,-87.62,Accident,Unclassified,5
41.8,-87.62,Hazard,Road,32
41.8,-87.62,Hazard,Shoulder,5
41.8,-87.62,Hazard,Weather,1
41.8,-87.62,Road Closure,Unclassified,4
41.8,-87.62,Traffic Jam,Heavy,1
41.8,-87.62,Traffic Jam,Standstill,1
41.8,-87.62,Traffic Jam,Unclassified,10
41.8,-87.61,Accident,Major,1
41.8,-87.61,Accident,Minor,2
41.8,-87.61,Accident,Unclassified,5
41.8,-87.61,Hazard,Road,64
41.8,-87.61,Hazard,Shoulder,3
41.8,-87.61,Hazard,Weather,1
41.8,-87.61,Road Closure,Unclassified,5
41.8,-87.61,Traffic Jam,Heavy,7
41.8,-87.61,Traffic Jam,Standstill,7
41.8,-87.61,Traffic Jam,Unclassified,9
41.8,-87.6,Accident,Major,1
41.8,-87.6,Accident,Minor,1
41.8,-87.6,Accident,Unclassified,11
41.8,-87.6,Hazard,Road,59
41.8,-87.6,Hazard,Shoulder,13
41.8,-87.6,Hazard,Weather,3
41.8,-87.6,Road Closure,Unclassified,6
41.8,-87.6,Traffic Jam,Heavy,18
41.8,-87.6,Traffic Jam,Standstill,11
41.8,-87.6,Traffic Jam,Unclassified,23
41.8,-87.59,Accident,Unclassified,22
41.8,-87.59,Hazard,Road,109
41.8,-87.59,Hazard,Shoulder,18
41.8,-87.59,Hazard,Weather,10
41.8,-87.59,Road Closure,Unclassified,6
41.8,-87.59,Traffic Jam,Heavy,42
41.8,-87.59,Traffic Jam,Standstill,41
41.8,-87.59,Traffic Jam,Unclassified,51
41.8,-87.58,Accident,Major,7
41.8,-87.58,Accident,Minor,8
41.8,-87.58,Accident,Unclassified,52
41.8,-87.58,Hazard,Road,126
41.8,-87.58,Hazard,Shoulder,238
41.8,-87.58,Hazard,Unclassified,1
41.8,-87.58,Hazard,Weather,7
41.8,-87.58,Road Closure,Event,3
41.8,-87.58,Traffic Jam,Heavy,114
41.8,-87.58,Traffic Jam,Moderate,1
41.8,-87.58,Traffic Jam,Standstill,128
41.8,-87.58,Traffic Jam,Unclassified,40
41.81,-87.78,Hazard,Road,1
41.81,-87.77,Hazard,Road,1
41.81,-87.76,Accident,Major,11
41.81,-87.76,Accident,Minor,4
41.81,-87.76,Accident,Unclassified,11
41.81,-87.76,Hazard,Road,73
41.81,-87.76,Hazard,Shoulder,339
41.81,-87.76,Hazard,Unclassified,2
41.81,-87.76,Road Closure,Unclassified,4
41.81,-87.76,Traffic Jam,Heavy,95
41.81,-87.76,Traffic Jam,Moderate,2
41.81,-87.76,Traffic Jam,Standstill,103
41.81,-87.76,Traffic Jam,Unclassified,18
41.81,-87.75,Accident,Minor,2
41.81,-87.75,Accident,Unclassified,22
41.81,-87.75,Hazard,Road,96
41.81,-87.75,Hazard,Shoulder,516
41.81,-87.75,Hazard,Unclassified,3
41.81,-87.75,Hazard,Weather,2
41.81,-87.75,Road Closure,Unclassified,5
41.81,-87.75,Traffic Jam,Heavy,48
41.81,-87.75,Traffic Jam,Moderate,1
41.81,-87.75,Traffic Jam,Standstill,35
41.81,-87.75,Traffic Jam,Unclassified,36
41.81,-87.74,Accident,Major,5
41.81,-87.74,Accident,Minor,4
41.81,-87.74,Accident,Unclassified,59
41.81,-87.74,Hazard,Road,283
41.81,-87.74,Hazard,Shoulder,90
41.81,-87.74,Hazard,Unclassified,1
41.81,-87.74,Hazard,Weather,9
41.81,-87.74,Road Closure,Unclassified,1
41.81,-87.74,Traffic Jam,Heavy,339
41.81,-87.74,Traffic Jam,Moderate,6
41.81,-87.74,Traffic Jam,Standstill,310
41.81,-87.74,Traffic Jam,Unclassified,113
41.81,-87.73,Accident,Major,3
41.81,-87.73,Accident,Minor,1
41.81,-87.73,Accident,Unclassified,5
41.81,-87.73,Hazard,Road,35
41.81,-87.73,Hazard,Shoulder,3
41.81,-87.73,Hazard,Weather,1
41.81,-87.73,Road Closure,Unclassified,2
41.81,-87.73,Traffic Jam,Heavy,38
41.81,-87.73,Traffic Jam,Moderate,1
41.81,-87.73,Traffic Jam,Standstill,44
41.81,-87.73,Traffic Jam,Unclassified,17
41.81,-87.72,Accident,Major,2
41.81,-87.72,Accident,Minor,7
41.81,-87.72,Accident,Unclassified,42
41.81,-87.72,Hazard,Road,222
41.81,-87.72,Hazard,Shoulder,28
41.81,-87.72,Hazard,Unclassified,2
41.81,-87.72,Hazard,Weather,5
41.81,-87.72,Traffic Jam,Heavy,149
41.81,-87.72,Traffic Jam,Moderate,5
41.81,-87.72,Traffic Jam,Standstill,87
41.81,-87.72,Traffic Jam,Unclassified,76
41.81,-87.71,Accident,Major,6
41.81,-87.71,Accident,Minor,1
41.81,-87.71,Accident,Unclassified,22
41.81,-87.71,Hazard,Road,58
41.81,-87.71,Hazard,Shoulder,10
41.81,-87.71,Hazard,Weather,1
41.81,-87.71,Road Closure,Unclassified,1
41.81,-87.71,Traffic Jam,Heavy,83
41.81,-87.71,Traffic Jam,Moderate,4
41.81,-87.71,Traffic Jam,Standstill,103
41.81,-87.71,Traffic Jam,Unclassified,46
41.81,-87.7,Accident,Major,4
41.81,-87.7,Accident,Minor,1
41.81,-87.7,Accident,Unclassified,12
41.81,-87.7,Hazard,Road,64
41.81,-87.7,Hazard,Shoulder,10
41.81,-87.7,Hazard,Weather,3
41.81,-87.7,Road Closure,Unclassified,3
41.81,-87.7,Traffic Jam,Heavy,67
41.81,-87.7,Traffic Jam,Moderate,3
41.81,-87.7,Traffic Jam,Standstill,58
41.81,-87.7,Traffic Jam,Unclassified,33
41.81,-87.69,Accident,Major,1
41.81,-87.69,Accident,Unclassified,5
41.81,-87.69,Hazard,Road,24
41.81,-87.69,Hazard,Shoulder,2
41.81,-87.69,Hazard,Unclassified,1
41.81,-87.69,Hazard,Weather,1
41.81,-87.69,Road Closure,Unclassified,1
41.81,-87.69,Traffic Jam,Heavy,37
41.81,-87.69,Traffic Jam,Moderate,1
41.81,-87.69,Traffic Jam,Standstill,19
41.81,-87.69,Traffic Jam,Unclassified,16
41.81,-87.68,Accident,Minor,2
41.81,-87.68,Accident,Unclassified,23
41.81,-87.68,Hazard,Road,108
41.81,-87.68,Hazard,Shoulder,24
41.81,-87.68,Hazard,Weather,5
41.81,-87.68,Road Closure,Unclassified,1
41.81,-87.68,Traffic Jam,Heavy,59
41.81,-87.68,Traffic Jam,Moderate,4
41.81,-87.68,Traffic Jam,Standstill,27
41.81,-87.68,Traffic Jam,Unclassified,21
41.81,-87.67,Accident,Major,1
41.81,-87.67,Accident,Minor,1
41.81,-87.67,Accident,Unclassified,11
41.81,-87.67,Hazard,Road,55
41.81,-87.67,Hazard,Shoulder,3
41.81,-87.67,Hazard,Weather,4
41.81,-87.67,Road Closure,Unclassified,7
41.81,-87.67,Traffic Jam,Heavy,35
41.81,-87.67,Traffic Jam,Moderate,1
41.81,-87.67,Traffic Jam,Standstill,26
41.81,-87.67,Traffic Jam,Unclassified,18
41.81,-87.66,Accident,Major,1
41.81,-87.66,Accident,Unclassified,6
41.81,-87.66,Hazard,Road,47
41.81,-87.66,Hazard,Shoulder,11
41.81,-87.66,Hazard,Weather,3
41.81,-87.66,Road Closure,Unclassified,8
41.81,-87.66,Traffic Jam,Heavy,51
41.81,-87.66,Traffic Jam,Moderate,2
41.81,-87.66,Traffic Jam,Standstill,31
41.81,-87.66,Traffic Jam,Unclassified,19
41.81,-87.65,Accident,Minor,1
41.81,-87.65,Accident,Unclassified,4
41.81,-87.65,Hazard,Road,68
41.81,-87.65,Hazard,Shoulder,6
41.81,-87.65,Hazard,Weather,3
41.81,-87.65,Road Closure,Unclassified,6
41.81,-87.65,Traffic Jam,Heavy,10
41.81,-87.65,Traffic Jam,Standstill,8
41.81,-87.65,Traffic Jam,Unclassified,4
41.81,-87.64,Accident,Unclassified,5
41.81,-87.64,Hazard,Road,38
41.81,-87.64,Hazard,Shoulder,5
41.81,-87.64,Hazard,Weather,6
41.81,-87.64,Road Closure,Unclassified,1
41.81,-87.64,Traffic Jam,Heavy,8
41.81,-87.64,Traffic Jam,Standstill,9
41.81,-87.64,Traffic Jam,Unclassified,5
41.81,-87.63,Accident,Major,143
41.81,-87.63,Accident,Minor,29
41.81,-87.63,Accident,Unclassified,307
41.81,-87.63,Hazard,Road,1228
41.81,-87.63,Hazard,Shoulder,2641
41.81,-87.63,Hazard,Unclassified,57
41.81,-87.63,Hazard,Weather,19
41.81,-87.63,Traffic Jam,Heavy,1195
41.81,-87.63,Traffic Jam,Moderate,12
41.81,-87.63,Traffic Jam,Standstill,732
41.81,-87.63,Traffic Jam,Unclassified,263
41.81,-87.62,Accident,Unclassified,13
41.81,-87.62,Hazard,Road,47
41.81,-87.62,Hazard,Shoulder,8
41.81,-87.62,Road Closure,Unclassified,11
41.81,-87.62,Traffic Jam,Heavy,5
41.81,-87.62,Traffic Jam,Moderate,1
41.81,-87.62,Traffic Jam,Standstill,3
41.81,-87.62,Traffic Jam,Unclassified,20
41.81,-87.61,Accident,Major,1
41.81,-87.61,Accident,Minor,1
41.81,-87.61,Accident,Unclassified,5
41.81,-87.61,Hazard,Road,57
41.81,-87.61,Hazard,Shoulder,2
41.81,-87.61,Hazard,Weather,1
41.81,-87.61,Road Closure,Unclassified,4
41.81,-87.61,Traffic Jam,Heavy,2
41.81,-87.61,Traffic Jam,Unclassified,17
41.81,-87.6,Accident,Unclassified,8
41.81,-87.6,Hazard,Road,76
41.81,-87.6,Hazard,Shoulder,19
41.81,-87.6,Hazard,Weather,3
41.81,-87.6,Road Closure,Unclassified,7
41.81,-87.6,Traffic Jam,Heavy,1
41.81,-87.6,Traffic Jam,Standstill,1
41.81,-87.6,Traffic Jam,Unclassified,18
41.81,-87.59,Accident,Major,8
41.81,-87.59,Accident,Minor,2
41.81,-87.59,Accident,Unclassified,60
41.81,-87.59,Hazard,Road,224
41.81,-87.59,Hazard,Shoulder,215
41.81,-87.59,Hazard,Weather,17
41.81,-87.59,Road Closure,Construction,1
41.81,-87.59,Road Closure,Event,6
41.81,-87.59,Road Closure,Unclassified,30
41.81,-87.59,Traffic Jam,Heavy,58
41.81,-87.59,Traffic Jam,Moderate,2
41.81,-87.59,Traffic Jam,Standstill,49
41.81,-87.59,Traffic Jam,Unclassified,35
41.81,-87.58,Accident,Minor,3
41.81,-87.58,Accident,Unclassified,5
41.81,-87.58,Hazard,Road,15
41.81,-87.58,Hazard,Shoulder,24
41.81,-87.58,Hazard,Weather,1
41.81,-87.58,Traffic Jam,Heavy,7
41.81,-87.58,Traffic Jam,Standstill,4
41.81,-87.58,Traffic Jam,Unclassified,4
41.82,-87.75,Accident,Major,9
41.82,-87.75,Accident,Minor,2
41.82,-87.75,Accident,Unclassified,33
41.82,-87.75,Hazard,Road,161
41.82,-87.75,Hazard,Shoulder,924
41.82,-87.75,Hazard,Unclassified,6
41.82,-87.75,Hazard,Weather,9
41.82,-87.75,Road Closure,Event,2
41.82,-87.75,Road Closure,Unclassified,2
41.82,-87.75,Traffic Jam,Heavy,276
41.82,-87.75,Traffic Jam,Moderate,3
41.82,-87.75,Traffic Jam,Standstill,202
41.82,-87.75,Traffic Jam,Unclassified,60
41.82,-87.74,Accident,Major,67
41.82,-87.74,Accident,Minor,23
41.82,-87.74,Accident,Unclassified,191
41.82,-87.74,Hazard,Road,1195
41.82,-87.74,Hazard,Shoulder,1706
41.82,-87.74,Hazard,Unclassified,11
41.82,-87.74,Hazard,Weather,45
41.82,-87.74,Road Closure,Event,3
41.82,-87.74,Road Closure,Unclassified,14
41.82,-87.74,Traffic Jam,Heavy,1251
41.82,-87.74,Traffic Jam,Moderate,43
41.82,-87.74,Traffic Jam,Standstill,888
41.82,-87.74,Traffic Jam,Unclassified,388
41.82,-87.73,Accident,Major,34
41.82,-87.73,Accident,Minor,13
41.82,-87.73,Accident,Unclassified,106
41.82,-87.73,Hazard,Road,593
41.82,-87.73,Hazard,Shoulder,2352
41.82,-87.73,Hazard,Unclassified,4
41.82,-87.73,Hazard,Weather,12
41.82,-87.73,Road Closure,Event,3
41.82,-87.73,Road Closure,Unclassified,1
41.82,-87.73,Traffic Jam,Heavy,705
41.82,-87.73,Traffic Jam,Moderate,60
41.82,-87.73,Traffic Jam,Standstill,359
41.82,-87.73,Traffic Jam,Unclassified,331
41.82,-87.72,Accident,Major,52
41.82,-87.72,Accident,Minor,13
41.82,-87.72,Accident,Unclassified,108
41.82,-87.72,Hazard,Road,614
41.82,-87.72,Hazard,Shoulder,1796
41.82,-87.72,Hazard,Unclassified,14
41.82,-87.72,Hazard,Weather,23
41.82,-87.72,Road Closure,Event,1
41.82,-87.72,Road Closure,Unclassified,7
41.82,-87.72,Traffic Jam,Heavy,729
41.82,-87.72,Traffic Jam,Moderate,31
41.82,-87.72,Traffic Jam,Standstill,328
41.82,-87.72,Traffic Jam,Unclassified,262
41.82,-87.71,Hazard,Road,9
41.82,-87.71,Traffic Jam,Standstill,1
41.82,-87.71,Traffic Jam,Unclassified,2
41.82,-87.7,Accident,Major,1
41.82,-87.7,Accident,Unclassified,21
41.82,-87.7,Hazard,Road,57
41.82,-87.7,Hazard,Shoulder,21
41.82,-87.7,Hazard,Weather,9
41.82,-87.7,Road Closure,Unclassified,3
41.82,-87.7,Traffic Jam,Heavy,73
41.82,-87.7,Traffic Jam,Moderate,3
41.82,-87.7,Traffic Jam,Standstill,28
41.82,-87.7,Traffic Jam,Unclassified,54
41.82,-87.69,Accident,Minor,1
41.82,-87.69,Accident,Unclassified,10
41.82,-87.69,Hazard,Road,84
41.82,-87.69,Hazard,Shoulder,6
41.82,-87.69,Hazard,Weather,2
41.82,-87.69,Road Closure,Unclassified,9
41.82,-87.69,Traffic Jam,Heavy,59
41.82,-87.69,Traffic Jam,Moderate,5
41.82,-87.69,Traffic Jam,Standstill,47
41.82,-87.69,Traffic Jam,Unclassified,30
41.82,-87.68,Accident,Major,3
41.82,-87.68,Accident,Minor,5
41.82,-87.68,Accident,Unclassified,33
41.82,-87.68,Hazard,Road,152
41.82,-87.68,Hazard,Shoulder,74
41.82,-87.68,Hazard,Weather,7
41.82,-87.68,Traffic Jam,Heavy,216
41.82,-87.68,Traffic Jam,Moderate,3
41.82,-87.68,Traffic Jam,Standstill,102
41.82,-87.68,Traffic Jam,Unclassified,56
41.82,-87.67,Accident,Major,1
41.82,-87.67,Accident,Unclassified,7
41.82,-87.67,Hazard,Road,54
41.82,-87.67,Hazard,Shoulder,13
41.82,-87.67,Hazard,Weather,4
41.82,-87.67,Road Closure,Unclassified,4
41.82,-87.67,Traffic Jam,Heavy,110
41.82,-87.67,Traffic Jam,Moderate,3
41.82,-87.67,Traffic Jam,Standstill,68
41.82,-87.67,Traffic Jam,Unclassified,40
41.82,-87.66,Accident,Minor,1
41.82,-87.66,Accident,Unclassified,5
41.82,-87.66,Hazard,Road,45
41.82,-87.66,Hazard,Shoulder,13
41.82,-87.66,Hazard,Weather,2
41.82,-87.66,Traffic Jam,Heavy,13
41.82,-87.66,Traffic Jam,Standstill,19
41.82,-87.66,Traffic Jam,Unclassified,3
41.82,-87.65,Accident,Major,1
41.82,-87.65,Accident,Unclassified,4
41.82,-87.65,Hazard,Road,88
41.82,-87.65,Hazard,Shoulder,5
41.82,-87.65,Hazard,Weather,3
41.82,-87.65,Road Closure,Event,1
41.82,-87.65,Road Closure,Unclassified,13
41.82,-87.65,Traffic Jam,Heavy,17
41.82,-87.65,Traffic Jam,Moderate,1
41.82,-87.65,Traffic Jam,Standstill,22
41.82,-87.65,Traffic Jam,Unclassified,11
41.82,-87.64,Accident,Unclassified,4
41.82,-87.64,Hazard,Road,105
41.82,-87.64,Hazard,Shoulder,5
41.82,-87.64,Hazard,Unclassified,1
41.82,-87.64,Hazard,Weather,4
41.82,-87.64,Road Closure,Unclassified,5
41.82,-87.64,Traffic Jam,Heavy,4
41.82,-87.64,Traffic Jam,Standstill,5
41.82,-87.64,Traffic Jam,Unclassified,10
41.82,-87.63,Accident,Major,102
41.82,-87.63,Accident,Minor,22
41.82,-87.63,Accident,Unclassified,199
41.82,-87.63,Hazard,Road,632
41.82,-87.63,Hazard,Shoulder,3208
41.82,-87.63,Hazard,Unclassified,37
41.82,-87.63,Hazard,Weather,17
41.82,-87.63,Road Closure,Unclassified,3
41.82,-87.63,Traffic Jam,Heavy,1027
41.82,-87.63,Traffic Jam,Moderate,13
41.82,-87.63,Traffic Jam,Standstill,629
41.82,-87.63,Traffic Jam,Unclassified,267
41.82,-87.62,Accident,Major,2
41.82,-87.62,Accident,Minor,1
41.82,-87.62,Accident,Unclassified,5
41.82,-87.62,Hazard,Road,37
41.82,-87.62,Hazard,Shoulder,8
41.82,-87.62,Hazard,Weather,4
41.82,-87.62,Road Closure,Unclassified,5
41.82,-87.62,Traffic Jam,Heavy,8
41.82,-87.62,Traffic Jam,Standstill,7
41.82,-87.62,Traffic Jam,Unclassified,28
41.82,-87.61,Accident,Unclassified,5
41.82,-87.61,Hazard,Road,41
41.82,-87.61,Hazard,Shoulder,8
41.82,-87.61,Hazard,Weather,4
41.82,-87.61,Road Closure,Unclassified,4
41.82,-87.61,Traffic Jam,Heavy,6
41.82,-87.61,Traffic Jam,Moderate,1
41.82,-87.61,Traffic Jam,Standstill,13
41.82,-87.61,Traffic Jam,Unclassified,15
41.82,-87.6,Accident,Major,6
41.82,-87.6,Accident,Minor,4
41.82,-87.6,Accident,Unclassified,33
41.82,-87.6,Hazard,Road,185
41.82,-87.6,Hazard,Shoulder,746
41.82,-87.6,Hazard,Unclassified,2
41.82,-87.6,Hazard,Weather,2
41.82,-87.6,Road Closure,Event,2
41.82,-87.6,Road Closure,Unclassified,2
41.82,-87.6,Traffic Jam,Heavy,31
41.82,-87.6,Traffic Jam,Moderate,4
41.82,-87.6,Traffic Jam,Standstill,45
41.82,-87.6,Traffic Jam,Unclassified,20
41.82,-87.59,Accident,Major,1
41.82,-87.59,Accident,Unclassified,8
41.82,-87.59,Hazard,Road,26
41.82,-87.59,Hazard,Shoulder,54
41.82,-87.59,Hazard,Weather,2
41.82,-87.59,Traffic Jam,Heavy,4
41.82,-87.59,Traffic Jam,Standstill,1
41.82,-87.59,Traffic Jam,Unclassified,1
41.83,-87.74,Hazard,Road,2
41.83,-87.73,Accident,Major,1
41.83,-87.73,Hazard,Road,4
41.83,-87.73,Hazard,Shoulder,3
41.83,-87.73,Traffic Jam,Unclassified,2
41.83,-87.72,Accident,Major,12
41.83,-87.72,Accident,Minor,10
41.83,-87.72,Accident,Unclassified,52
41.83,-87.72,Hazard,Road,551
41.83,-87.72,Hazard,Shoulder,633
41.83,-87.72,Hazard,Unclassified,3
41.83,-87.72,Hazard,Weather,53
41.83,-87.72,Road Closure,Event,5
41.83,-87.72,Road Closure,Unclassified,2
41.83,-87.72,Traffic Jam,Heavy,244
41.83,-87.72,Traffic Jam,Moderate,9
41.83,-87.72,Traffic Jam,Standstill,131
41.83,-87.72,Traffic Jam,Unclassified,80
41.83,-87.71,Accident,Major,37
41.83,-87.71,Accident,Minor,6
41.83,-87.71,Accident,Unclassified,86
41.83,-87.71,Hazard,Road,745
41.83,-87.71,Hazard,Shoulder,2006
41.83,-87.71,Hazard,Unclassified,11
41.83,-87.71,Hazard,Weather,26
41.83,-87.71,Road Closure,Event,3
41.83,-87.71,Traffic Jam,Heavy,569
41.83,-87.71,Traffic Jam,Moderate,30
41.83,-87.71,Traffic Jam,Standstill,277
41.83,-87.71,Traffic Jam,Unclassified,257
41.83,-87.7,Accident,Major,66
41.83,-87.7,Accident,Minor,17
41.83,-87.7,Accident,Unclassified,135
41.83,-87.7,Hazard,Road,569
41.83,-87.7,Hazard,Shoulder,1525
41.83,-87.7,Hazard,Unclassified,13
41.83,-87.7,Hazard,Weather,29
41.83,-87.7,Road Closure,Event,6
41.83,-87.7,Road Closure,Unclassified,5
41.83,-87.7,Traffic Jam,Heavy,952
41.83,-87.7,Traffic Jam,Moderate,20
41.83,-87.7,Traffic Jam,Standstill,658
41.83,-87.7,Traffic Jam,Unclassified,223
41.83,-87.69,Accident,Major,30
41.83,-87.69,Accident,Minor,9
41.83,-87.69,Accident,Unclassified,94
41.83,-87.69,Hazard,Road,554
41.83,-87.69,Hazard,Shoulder,1022
41.83,-87.69,Hazard,Unclassified,4
41.83,-87.69,Hazard,Weather,59
41.83,-87.69,Road Closure,Unclassified,3
41.83,-87.69,Traffic Jam,Heavy,402
41.83,-87.69,Traffic Jam,Moderate,11
41.83,-87.69,Traffic Jam,Standstill,339
41.83,-87.69,Traffic Jam,Unclassified,123
41.83,-87.68,Accident,Major,6
41.83,-87.68,Accident,Minor,3
41.83,-87.68,Accident,Unclassified,53
41.83,-87.68,Hazard,Road,158
41.83,-87.68,Hazard,Shoulder,49
41.83,-87.68,Hazard,Unclassified,3
41.83,-87.68,Hazard,Weather,32
41.83,-87.68,Road Closure,Unclassified,10
41.83,-87.68,Traffic Jam,Heavy,136
41.83,-87.68,Traffic Jam,Moderate,4
41.83,-87.68,Traffic Jam,Standstill,87
41.83,-87.68,Traffic Jam,Unclassified,61
41.83,-87.67,Accident,Major,2
41.83,-87.67,Accident,Unclassified,14
41.83,-87.67,Hazard,Road,122
41.83,-87.67,Hazard,Shoulder,12
41.83,-87.67,Hazard,Weather,5
41.83,-87.67,Road Closure,Event,3
41.83,-87.67,Road Closure,Unclassified,8
41.83,-87.67,Traffic Jam,Heavy,73
41.83,-87.67,Traffic Jam,Moderate,3
41.83,-87.67,Traffic Jam,Standstill,47
41.83,-87.67,Traffic Jam,Unclassified,25
41.83,-87.66,Hazard,Road,57
41.83,-87.66,Hazard,Shoulder,1
41.83,-87.66,Hazard,Weather,11
41.83,-87.66,Traffic Jam,Heavy,2
41.83,-87.66,Traffic Jam,Standstill,1
41.83,-87.66,Traffic Jam,Unclassified,6
41.83,-87.65,Accident,Major,1
41.83,-87.65,Accident,Unclassified,12
41.83,-87.65,Hazard,Road,67
41.83,-87.65,Hazard,Shoulder,6
41.83,-87.65,Hazard,Weather,14
41.83,-87.65,Traffic Jam,Heavy,17
41.83,-87.65,Traffic Jam,Moderate,1
41.83,-87.65,Traffic Jam,Standstill,6
41.83,-87.65,Traffic Jam,Unclassified,16
41.83,-87.64,Accident,Major,11
41.83,-87.64,Accident,Unclassified,6
41.83,-87.64,Hazard,Road,87
41.83,-87.64,Hazard,Shoulder,7
41.83,-87.64,Hazard,Unclassified,18
41.83,-87.64,Hazard,Weather,1
41.83,-87.64,Road Closure,Construction,3
41.83,-87.64,Road Closure,Event,65
41.83,-87.64,Road Closure,Hazard,1
41.83,-87.64,Road Closure,Unclassified,59
41.83,-87.64,Traffic Jam,Heavy,23
41.83,-87.64,Traffic Jam,Moderate,2
41.83,-87.64,Traffic Jam,Standstill,25
41.83,-87.64,Traffic Jam,Unclassified,18
41.83,-87.63,Accident,Major,63
41.83,-87.63,Accident,Minor,29
41.83,-87.63,Accident,Unclassified,193
41.83,-87.63,Hazard,Road,756
41.83,-87.63,Hazard,Shoulder,2704
41.83,-87.63,Hazard,Unclassified,38
41.83,-87.63,Hazard,Weather,29
41.83,-87.63,Road Closure,Construction,1
41.83,-87.63,Road Closure,Event,29
41.83,-87.63,Road Closure,Unclassified,8
41.83,-87.63,Traffic Jam,Heavy,1331
41.83,-87.63,Traffic Jam,Moderate,36
41.83,-87.63,Traffic Jam,Standstill,876
41.83,-87.63,Traffic Jam,Unclassified,354
41.83,-87.62,Accident,Unclassified,10
41.83,-87.62,Hazard,Road,37
41.83,-87.62,Hazard,Shoulder,2
41.83,-87.62,Hazard,Weather,3
41.83,-87.62,Road Closure,Unclassified,3
41.83,-87.62,Traffic Jam,Heavy,4
41.83,-87.62,Traffic Jam,Standstill,3
41.83,-87.62,Traffic Jam,Unclassified,9
41.83,-87.61,Accident,Major,3
41.83,-87.61,Accident,Minor,5
41.83,-87.61,Accident,Unclassified,28
41.83,-87.61,Hazard,Road,156
41.83,-87.61,Hazard,Shoulder,675
41.83,-87.61,Hazard,Weather,3
41.83,-87.61,Traffic Jam,Heavy,25
41.83,-87.61,Traffic Jam,Standstill,34
41.83,-87.61,Traffic Jam,Unclassified,26
41.83,-87.6,Accident,Major,1
41.83,-87.6,Accident,Minor,1
41.83,-87.6,Accident,Unclassified,28
41.83,-87.6,Hazard,Road,85
41.83,-87.6,Hazard,Shoulder,201
41.83,-87.6,Hazard,Weather,2
41.83,-87.6,Road Closure,Event,2
41.83,-87.6,Road Closure,Unclassified,2
41.83,-87.6,Traffic Jam,Heavy,45
41.83,-87.6,Traffic Jam,Moderate,1
41.83,-87.6,Traffic Jam,Standstill,49
